ticker,company name,short name,industry,exchange,market cap,sector
EE,El Pasoectric Company,El Pasoectric Company,Utilities - Regulated,New York Stock Exchange,2113539935,Utilities
EEA,The European Equity Fund Inc.,The European Equity Fund,Asset Management,New York Stock Exchange,65520225,Financial Services
EEX,Emerald Expositions Events Inc.,Emerald Expositions Events,Business Services,New York Stock Exchange,1028517858,Industrials
EFC,Ellington Financial LLC representing Limitied Liability Company Interests no par valu,Ellington Financial LLC representing Limitied Liability Company Interests no par valu,Banks,New York Stock Exchange,498825600,Financial Services
EFF,Eaton vance Floating-Rate Income Plus Fund of Beneficial Interest,Eaton vance Floating-Rate Income Plus Fund of Beneficial Interest,Asset Management,New York Stock Exchange,112346853,Financial Services
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust of Beneficial Interest,Eaton Vance Floating-Rate 2022 Target Term Trust of Beneficial Interest,Asset Management,New York Stock Exchange,214866834,Financial Services
EFR,Eaton Vance Senior Floating-Rate Fund of Beneficial Interest,Eaton Vance Senior Floating-Rate Fund of Beneficial Interest,Asset Management,New York Stock Exchange,484555316,Financial Services
EFT,Eaton Vance Floating Rate Income Trust of Beneficial Interest,Eaton Vance Floating Rate Income Trust of Beneficial Interest,Asset Management,New York Stock Exchange,529389803,Financial Services
EFX,Equifax Inc.,Equifax,Business Services,New York Stock Exchange,12994376048,Industrials
EGF,Blackrock Enhanced Government Fund Inc.,Blackrock Enhanced Government Fund,Asset Management,New York Stock Exchange,75994191,Financial Services
EGHT,8x8 Inc,8x8,Communication Services,New York Stock Exchange,1762916084,Communication Services
EGIF,Eagle Growth and Income Opportunities Fund of Beneficial Interest,Eagle Growth and Income Opportunities Fund of Beneficial Interest,Asset Management,New York Stock Exchange,105343436,Financial Services
EGO,Eldorado Gold Corporation,Eldorado Gold,Metals & Mining,New York Stock Exchange,627266802,Basic Materials
EGP,EastGroup Properties Inc.,EastGroup Properties,REITs,New York Stock Exchange,3805904995,Real Estate
EGY,VAALCO Energy Inc.,VAALCO Energy,Oil & Gas - E&P,New York Stock Exchange,113123868,Energy
EHC,Encompass Health Corporation,Encompass Health,Health Care Providers,New York Stock Exchange,6698432891,Healthcare
EHI,Western Asset Global High Income Fund Inc,Western Asset Global High Income Fund,Asset Management,New York Stock Exchange,414367246,Financial Services
EHIC,eHi Car Services Limited American Depositary Shares,eHi Car Services Limited American Depositary Shares,Consulting & Outsourcing,New York Stock Exchange,708340459,Industrials
EHT,Eaton Vance High Income 2021 Target Term Trust of Beneficial Interest,Eaton Vance High Income 2021 Target Term Trust of Beneficial Interest,Asset Management,New York Stock Exchange,204630263,Financial Services
EIG,Employers Holdings Inc,Employers,Insurance - Specialty,New York Stock Exchange,1415633585,Financial Services
EIX,Edison International,Edison International,Utilities - Regulated,New York Stock Exchange,18291041105,Utilities
EL,Estee Lauder Companies Inc. (The),Estee Lauder Companies (The),Consumer Packaged Goods,New York Stock Exchange,54355310792,Consumer Defensive
ELAN,Elanco Animal Health Incorporated,Elanco Animal Health Incorporated,Drug Manufacturers,New York Stock Exchange,10840781250,Healthcare
ELF,e.l.f. Beauty Inc.,e.l.f. Beauty,Consumer Packaged Goods,New York Stock Exchange,407271027,Consumer Defensive
ELLI,Ellie Mae Inc.,Ellie Mae,Application Software,New York Stock Exchange,2926329438,Technology
ELP,Companhia Paranaense de Energia (COPEL),Companhia Paranaense de Energia (COPEL),Utilities - Regulated,New York Stock Exchange,2651720584,Utilities
ELS,Equity Lifestyle Properties Inc.,Equity Lifestyle Properties,REITs,New York Stock Exchange,9639533130,Real Estate
ELVT,Elevate Credit Inc.,Elevate Credit,Credit Services,New York Stock Exchange,194819399,Financial Services
ELY,Callaway Golf Company,Callaway Golf Company,Travel & Leisure,New York Stock Exchange,1548888354,Consumer Cyclical
EMD,Western Asset Emerging Markets Debt Fund Inc,Western Asset Emerging Markets Debt Fund,Asset Management,New York Stock Exchange,826753223,Financial Services
EME,EMCOR Group Inc.,EMCOR,Engineering & Construction,New York Stock Exchange,3751769860,Industrials
EMES,Emerge Energy Services LP representing Limited Partner Interests,Emerge Energy Services representing Limited Partner Interests,Metals & Mining,New York Stock Exchange,90625418,Basic Materials
EMF,Templeton Emerging Markets Fund,Templeton Emerging Markets Fund,Asset Management,New York Stock Exchange,251588933,Financial Services
EMN,Eastman Chemical Company,Eastman Chemical Company,Chemicals,New York Stock Exchange,11531083958,Basic Materials
EMO,ClearBridge Energy Midstream Opportunity Fund Inc.,ClearBridge Energy Midstream Opportunity Fund,Asset Management,New York Stock Exchange,694191394,Financial Services
EMR,Emerson Electric Company,Emerson Electric Company,Industrial Products,New York Stock Exchange,42154194438,Industrials
ENB,Enbridge Inc,Enbridge,Oil & Gas - Midstream,New York Stock Exchange,75711691449,Energy
ENBL,Enable Midstream Partners LP representing limited partner interests,Enable Midstream Partners representing limited partner interests,Oil & Gas - Midstream,New York Stock Exchange,6688916167,Energy
ENIA,Enel Americas S.A. American Depositary Shares,Enel Americas S.A. American Depositary Shares,Utilities - Regulated,New York Stock Exchange,12038274912,Utilities
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of),Enel Chile S.A. American Depositary Shares (Each representing 50 shares of),Utilities - Regulated,New York Stock Exchange,7560453587,Utilities
ENLC,EnLink Midstream LLC representing Limited Partner Interests,EnLink Midstream LLC representing Limited Partner Interests,Oil & Gas - Midstream,New York Stock Exchange,5429081109,Energy
ENR,Energizer Holdings Inc.,Energizer,Computer Hardware,New York Stock Exchange,3336076670,Technology
ENS,EnerSys,EnerSys,Computer Hardware,New York Stock Exchange,3794055193,Technology
ENV,Envestnet Inc,Envestnet,Brokers & Exchanges,New York Stock Exchange,2654130154,Financial Services
ENVA,Enova International Inc.,Enova International,Credit Services,New York Stock Exchange,803343776,Financial Services
ENZ,Enzo Biochem Inc. ($0.01 Par Value),Enzo Biochem ($0.01 Par Value),Medical Diagnostics & Research,New York Stock Exchange,189713565,Healthcare
EOD,Wells Fargo Global Dividend Opportunity Fund,Wells Fargo Global Dividend Opportunity Fund,Asset Management,New York Stock Exchange,235345877,Financial Services
EOG,EOG Resources Inc.,EOG Resources,Oil & Gas - E&P,New York Stock Exchange,57632332729,Energy
EOI,Eaton Vance Enhance Equity Income Fundd Equity Income Fund Shares of Beneficial Interest,Eaton Vance Enhance Equity Income Fundd Equity Income Fund Shares of Beneficial Interest,Asset Management,New York Stock Exchange,548831142,Financial Services
EOS,Eaton Vance Enhance Equity Income Fund II,Eaton Vance Enhance Equity Income Fund II,Asset Management,New York Stock Exchange,799970335,Financial Services
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,Asset Management,New York Stock Exchange,319532072,Financial Services
EPAM,EPAM Systems Inc.,EPAM Systems,Application Software,New York Stock Exchange,7802733973,Technology
EPC,Edgewell Personal Care Company,Edgewell Personal Care Company,Consumer Packaged Goods,New York Stock Exchange,2154934162,Consumer Defensive
EPD,Enterprise Products Partners L.P.,Enterprise Products Partners,Oil & Gas - Midstream,New York Stock Exchange,62380467099,Energy
EPE,EP Energy Corporation Class A,EP Energy,Oil & Gas - E&P,New York Stock Exchange,202318602,Energy
EPR,EPR Properties,EPR Properties,REITs,New York Stock Exchange,5452722374,Real Estate
EPRT,Essential Properties Realty Trust Inc.,Essential Properties Realty Trust,REITs,New York Stock Exchange,698235508,Real Estate
EQC,Equity Commonwealth of Beneficial Interest,Equity Commonwealth of Beneficial Interest,REITs,New York Stock Exchange,3927534818,Real Estate
EQH,AXA Equitable Holdings Inc.,AXA Equitable,Insurance,New York Stock Exchange,9842117316,Financial Services
EQM,"EQM Midstream Partners, LP","EQM Midstream Partners,",Oil & Gas - Midstream,New York Stock Exchange,5561473142,Energy
EQNR,Equinor ASA,Equinor ASA,Oil & Gas - Integrated,New York Stock Exchange,77727424526,Energy
EQR,Equity Residential of Beneficial Interest,Equity Residential of Beneficial Interest,REITs,New York Stock Exchange,26889001669,Real Estate
EQS,Equus Total Return Inc.,Equus Total Return,Asset Management,New York Stock Exchange,26157613,Financial Services
EQT,EQT Corporation,EQT,Oil & Gas - E&P,New York Stock Exchange,5042050807,Energy
ERA,Era Group Inc.,Era,Transportation & Logistics,New York Stock Exchange,208043028,Industrials
ERF,Enerplus Corporation,Enerplus,Oil & Gas - E&P,New York Stock Exchange,2059623477,Energy
ERJ,Embraer S.A.,Embraer S.A.,Aerospace & Defense,New York Stock Exchange,3874857709,Industrials
EROS,Eros International PLC A,Eros International PLC,Entertainment,New York Stock Exchange,709448376,Consumer Cyclical
ES,Eversource Energy (D/B/A),Eversource Energy (D/B/A),Utilities - Regulated,New York Stock Exchange,21871458468,Utilities
ESE,ESCO Technologies Inc.,ESCO,Computer Hardware,New York Stock Exchange,1689385986,Technology
ESI,Element Solutions Inc.,Element Solutions,Chemicals,New York Stock Exchange,3405174536,Basic Materials
ESL,Esterline Technologies Corporation,Esterline,Aerospace & Defense,New York Stock Exchange,3613214983,Industrials
ESNT,Essent Group Ltd.,Essent,Banks,New York Stock Exchange,4016836474,Financial Services
ESRT,Empire State Realty Trust Inc. Class A,Empire State Realty Trust,REITs,New York Stock Exchange,4770312636,Real Estate
ESS,Essex Property Trust Inc.,Essex Property Trust,REITs,New York Stock Exchange,18035029884,Real Estate
ESTC,Elastic N.V.,Elastic N.V.,Application Software,New York Stock Exchange,6291841997,Technology
ESTE,Earthstone Energy Inc. Class A,Earthstone Energy,Oil & Gas - E&P,New York Stock Exchange,401336594,Energy
ESV,Ensco plc Class A,Ensco plc,Oil & Gas - Drilling,New York Stock Exchange,2031107229,Energy
ET,Energy Transfer LP,Energy Transfer,Oil & Gas - Midstream,New York Stock Exchange,39465881270,Energy
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund of Beneficial Interest,Eaton Vance Tax-Managed Buy-Write Income Fund of Beneficial Interest,Asset Management,New York Stock Exchange,392731187,Financial Services
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund of Beneficial Interest,Eaton Vance Tax-Advantaged Global Dividend Income Fund of Beneficial Interest,Asset Management,New York Stock Exchange,1151370229,Financial Services
ETH,Ethan Allen Interiors Inc.,Ethan Allen Interiors,Manufacturing - Apparel & Furniture,New York Stock Exchange,504745541,Consumer Cyclical
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund of Beneficial Interest,Eaton Vance Risk-Managed Diversified Equity Income Fund of Beneficial Interest,Asset Management,New York Stock Exchange,555201772,Financial Services
ETM,Entercom Communications Corp.,Entercom Communications,Entertainment,New York Stock Exchange,1031878589,Consumer Cyclical
ETN,Eaton Corporation PLC,Eaton PLC,Industrial Products,New York Stock Exchange,33415140000,Industrials
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,Eaton Vance Tax-Advantage Global Dividend Opp,Asset Management,New York Stock Exchange,329367210,Financial Services
ETR,Entergy Corporation,Entergy,Utilities - Regulated,New York Stock Exchange,16765618327,Utilities
ETRN,Equitrans Midstream Corporation,Equitrans Midstream,,New York Stock Exchange,5276081750,
ETV,Eaton Vance Corporation Tax-Managed Buy-Write Opportunities Fund of Beneficial Interest,Eaton Vance Tax-Managed Buy-Write Opportunities Fund of Beneficial Interest,Asset Management,New York Stock Exchange,1175213994,Financial Services
ETW,Eaton Vance Corporation Tax-Managed Global Buy-Write Opportunites Fund of Beneficial Interest,Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund of Beneficial Interest,Asset Management,New York Stock Exchange,1043592837,Financial Services
ETX,Eaton Vance Municipal Income 2028 Term Trust of Beneficial Interest,Eaton Vance Municipal Income 2028 Term Trust of Beneficial Interest,Asset Management,New York Stock Exchange,213664248,Financial Services
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund of Beneficial Interest,Eaton Vance Tax-Managed Diversified Equity Income Fund of Beneficial Interest,Asset Management,New York Stock Exchange,1647229364,Financial Services
EURN,Euronav NV,Euronav NV,Transportation & Logistics,New York Stock Exchange,1710251747,Industrials
EV,Eaton Vance Corporation,Eaton Vance,Asset Management,New York Stock Exchange,4653471536,Financial Services
EVA,Enviva Partners LP representing limited partner interests,Enviva Partners representing limited partner interests,Forest Products,New York Stock Exchange,796740773,Basic Materials
EVC,Entravision Communications Corporation,Entravision Communications,Entertainment,New York Stock Exchange,349207377,Consumer Cyclical
EVF,Eaton Vance Senior Income Trust,Eaton Vance Senior Income Trust,Asset Management,New York Stock Exchange,230986303,Financial Services
EVG,Eaton Vance Short Diversified Income Fund Duration Diversified Income Fund of Beneficial Interest,Eaton Vance Short Diversified Income Fund Duration Diversified Income Fund of Beneficial Interest,Asset Management,New York Stock Exchange,228692823,Financial Services
EVH,Evolent Health Inc Class A,Evolent Health,Application Software,New York Stock Exchange,1455425476,Technology
EVN,Eaton Vance Municipal Income Trust,Eaton Vance Municipal Income Trust,Asset Management,New York Stock Exchange,408518920,Financial Services
EVR,Evercore Inc. Class A,Evercore,Brokers & Exchanges,New York Stock Exchange,3628654158,Financial Services
EVRG,Evergy Inc.,Evergy,Utilities - Regulated,New York Stock Exchange,15127590866,Utilities
EVRI,Everi Holdings Inc.,Everi,Travel & Leisure,New York Stock Exchange,478720727,Consumer Cyclical
EVT,Eaton Vance Tax Advantaged Dividend Income Fund of Beneficial Interest,Eaton Vance Tax Advantaged Dividend Income Fund of Beneficial Interest,Asset Management,New York Stock Exchange,1545284162,Financial Services
EVTC,Evertec Inc.,Evertec,Application Software,New York Stock Exchange,2044033818,Technology
EW,Edwards Lifesciences Corporation,Edwards Lifesciences,Medical Devices,New York Stock Exchange,35812230272,Healthcare
EXC,Exelon Corporation,Exelon,Utilities - Regulated,New York Stock Exchange,45778241376,Utilities
EXD,Eaton Vance Tax-Advantaged Bond of Beneficial Interest,Eaton Vance Tax-Advantaged Bond of Beneficial Interest,Asset Management,New York Stock Exchange,88168169,Financial Services
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund of Beneficial Interest,Eaton Vance Tax-Managed Global Diversified Equity Income Fund of Beneficial Interest,Asset Management,New York Stock Exchange,2377289817,Financial Services
EXK,Endeavour Silver Corporation (Canada),Endeavour Silver (Canada),Metals & Mining,New York Stock Exchange,296872988,Basic Materials
